109075	quer
108626	vezes
108266	paises
107559	todas
106487	outra
106472	poder
106453	facto
106403	semana
105879	jogo
104854	cinco
104354	pelas
101639	entao
101375	toda
101207	deve
99574	vao
98811	numero
98594	nacional
98449	enquanto
98109	nunca
97951	partir
97903	desta
97703	grandes
97606	empresas
97333	noite
96510	meses
95859	dar
95525	exemplo
93624	como
93365	algumas
93266	faz
93215	la
92161	meio
91864	estar
91722	da
91713	dizer
90947	aqui
89924	relacao
89898	publico
89757	nacional
89729	teve
89540	homem
89511	nome
88625	questao
88587	tal
87861	mes
87851	momento
87827	alem
87773	programa
86241	minha
86058	fora
85792	foi
85755	frente
85353	possivel
85246	essa
84888	pontos
84771	meu
84328	muitos
83878	sistema
83659	problemas
83451	mesma
83135	conta
82826	partido
82790	horas
82557	historia
82294	tarde
81923	atraves
81689	depois
81541	local
81068	social
80900	presidente
80482	causa
80379	esse
80251	proximo
79721	apos
79427	problema
79285	area
79112	proprio
78884	europa
78734	coisa
78706	que
78094	podem
77786	entanto
77644	inicio
77615	pois
77419	neste
77303	portugues
77187	falta
76710	quanto
76189	capital
76063	lei
75909	estados
75893	maioria
75709	maria
75432	ha
75141	ultimo
74923	sentido
74864	isto
74852	ultimos
74600	jorge
73857	parece
73747	obras
73412	condicoes
73328	seis
73320	ponto
73155	quais
73139	decisao
73027	republica
72842	ao
72826	esta
72182	zona
72001	sendo
71833	portuguesa
71718	regiao
71487	bom
71421	gente
71253	altura
71220	tanto
71122	feito
70971	segunda
70810	direito
70784	ps
70662	quando
70614	reuniao
69887	ministerio
69814	este
69717	guerra
69712	dentro
69645	valor
68571	embora
68428	apoio
68327	rio
68322	logo
68276	dinheiro
68070	apesar
67947	eu
67672	nos
67410	obra
66660	coisas
66049	folha
66011	nivel
66002	comissao
65872	sob
65726	homens
65597	eleicoes
65585	posicao
65534	dez
65473	proposta
65351	morte
65073	mulher
64824	encontro
64816	filme
64681	futuro
64515	musica
64415	construcao
64346	tipo
64326	nosso
63989	verdade
63717	ficou
63670	serao
63358	novos
63233	alguma
63165	lider
63002	muitas
62937	importante
62772	ultima
62690	junto
62489	modo
62473	responsavel
62199	agua
62005	conselho
61915	saber
61812	eram
61788	hora
61387	ele
61006	servicos
60314	periodo
60158	franca
60061	norte-americano
59519	seguranca
59424	luis
59119	volta
58861	producao
58737	total
58298	costa
58288	ja
57963	publica
57515	nossa
57471	livro
57448	casos
57415	campanha
57400	espaco
57344	futebol
57212	so
56870	unidos
56777	sobretudo
56684	papel
56632	propria
56588	varias
56197	deu
56194	defesa
56177	geral
55980	principal
55964	ninguem
55929	epoca
55803	mal
55296	sociedade
55280	uniao
55158	boa
55074	plano
54918	trabalhadores
54897	longo
54645	chegou
54367	criacao
54151	servico
54125	fase
53940	policia
53912	qualidade
53813	aumento
53706	centro
53700	tenha
53664	si
53581	vista
53249	prova
53194	falar
53164	resultado
53081	populacao
52893	nova
52605	informacao
52577	continua
51670	prazo
51420	base
51317	familia
50938	ideia
50805	forca
50777	internacional
50729	presenca
50709	vem
50694	mulheres
50624	banco
50338	desenvolvimento
50233	estado
50145	passou
50072	da
49929	criancas
49867	vitoria
49830	passar
49731	politico
49536	campo
49485	forte
49451	opiniao
49411	feita
49398	ir
49384	passada
49195	ali
49147	sul
49138	ai
49088	primeiros
49077	imprensa
49015	sete
48946	disso
48724	contrario
48600	associacao
48597	deus
48580	termos
48454	conjunto
48450	devido
48281	certo
48106	dificil
47987	preciso
47944	unico
47907	ordem
47885	algum
47811	instituto
47748	espanha
47641	janeiro
47254	norte
46854	passa
46830	manha
46805	seculo
46751	universidade
46741	terra
46654	televisao
46631	porem
46604	organizacao
46533	ate
46524	mao
46506	precos
46251	entrada
46183	necessidade
46057	oito
46027	municipal
45959	ficar
45948	razao
45611	assembleia
45609	movimento
45274	centro
45263	anterior
45260	proxima
45224	face
45097	paz
45027	formacao
45026	saude
45004	olhos
44857	intervencao
44767	abril
44648	for
44559	serie
44545	titulo
44427	candidato
44340	quanto
44177	participacao
44035	linha
43952	cabeca
43938	chegar
43898	media
43885	imagem
43725	luta
43592	apesar
43562	talvez
43543	administracao
43453	crise
43412	mais
43334	aquele
43228	medida
43202	medidas
43198	pai
43196	direitos
42997	oliveira
42910	poderia
42759	possibilidade
42747	iniciativa
42673	povo
42426	voce
42400	primeiro-ministro
42141	texto
42080	resposta
42066	regime
41991	produtos
41951	sim
41915	edicao
41912	quem
41853	economia
41843	corpo
41774	acabou
41661	palavras
41614	fica
41594	assim
41534	dados
41510	diferentes
41499	dado
41153	secretario
41137	fundo
41099	nenhum
41060	central
41002	lista
40917	politicos
40811	alem
40802	maneira
40743	membros
40738	alemanha
40709	congresso
40696	cinema
40626	partida
40469	caminho
40454	capacidade
40453	existe
40371	comissao
40243	acesso
40065	maos
39994	grupos
39847	superior
39796	oposicao
39725	deixar
39687	domingo
39653	mim
39630	pinto
39623	clube
39568	temos
39503	estudo
39482	taxa
39443	respeito
39404	amanha
39353	do
39248	locais
39112	debate
39098	longe
38970	preco
38855	principio
38800	partido
38770	chefe
38678	uns
38658	forcas
38627	questoes
38620	autor
38578	maio
38516	necessario
38375	interesse
38298	tenho
38272	nos
38194	venda
38121	tribunal
38002	vila
37912	pessoa
37905	entrar
37853	pessoal
37835	vontade
37809	jogos
37777	crescimento
37710	ensino
37670	real
37599	voz
37588	sessao
37588	militar
37528	bastante
37504	abertura
37499	espera
37487	perto
37430	local
37374	jornal
37325	solucao
37215	entre
37209	desse
37200	grande
37173	realidade
37064	ainda
37047	mundial
37004	exposicao
36935	filho
36877	simples
36838	rua
36828	rede
36827	agora
36710	elementos
36669	melhores
36663	tecnico
36663	documento
36645	mae
36544	banco
36499	origem
36433	risco
36415	tema
36348	cultura
36332	escola
36189	gestao
36116	claro
36113	visita
36102	frances
36094	hoje
36059	era
35962	relacoes
35949	aquela
35935	meios
35784	ar
35694	antigo
35661	especial
35648	criar
35646	tambem
35582	oficial
35576	arte
35494	autarquia
35361	via
35351	justica
35323	pereira
35249	assunto
35203	operacao
35201	deputado
35178	alunos
35063	ou
34965	sala
34949	outubro
34608	dele
34607	quadro
34585	italia
34459	muita
34430	seguinte
34405	data
34379	sabado
34363	santa
34305	politicas
34281	valores
34208	efeito
34141	haver
34134	mundial
34033	amor
33962	alta
33948	carta
33903	isto
33867	manter
33828	encontrar
33817	pratica
33772	serem
33693	resto
33640	recursos
33606	senhor
33580	vir
33522	existencia
33458	materia
33452	investimento
33435	brasileiro
33365	pagar
33362	pena
33275	jovem
33272	eleitoral
33271	junho
33160	tudo
33090	veio
33058	curso
33024	a
32969	experiencia
32902	trabalhar
32868	casa
32788	declaracoes
32708	propostas
32686	nenhuma
32670	presente
32624	continuar
32612	porta
32582	procura
32568	realizacao
32520	sexta-feira
32359	tentar
32351	reportagem
32316	terceiro
32281	carro
32268	evitar
32261	perante
32219	liberdade
32192	cujo
32183	teatro
32178	setembro
32164	alto
32132	pedido
32068	discurso
32055	seguir
32024	modelo
31998	luz
31953	saude
31903	atencao
31794	sociais
31716	importancia
31694	interior
31675	terreno
31666	programas
31621	sucesso
31604	elas
31589	cargo
31562	teatro
31543	filmes
31532	internacional
31512	informacoes
31482	fonte
31403	levar
31385	sair
31367	comunicacao
31058	ganhar
31038	jogador
31011	receber
30935	instituicoes
30877	marco
30875	livre
30855	conferencia
30611	comum
30549	prisao
30540	ambiente
30427	poucos
30412	julho
30359	algo
30342	dezembro
30287	favor
30205	carvalho
29973	igualmente
29928	cima
29865	natural
29828	reforma
29828	diferente
29814	civil
29749	diversas
29696	parlamento
29567	relatorio
29533	administracao
29531	ontem
29486	alguem
29485	coracao
29457	palavra
29291	entretanto
29273	igreja
29216	especie
29162	facil
29158	isso
29139	i
29107	mostra
29099	nove
29064	quarto
29056	queda
29015	porque
28976	contas
28963	onu
28946	contrato
28887	ira
28797	conhecimento
28795	ajuda
28791	educacao
28728	nomes
28705	pequeno
28637	versao
28594	territorio
28531	ia
28477	apresentar
28443	portuguesa
28443	idade
28426	carreira
28420	perder
28402	discussao
28398	social
28333	sede
28330	russia
28324	segunda-feira
28302	inflacao
28281	professor
28272	sem
28259	responsabilidade
28250	passagem
28170	alias
28155	ataque
28127	pensar
28113	mar
28106	amigos
28100	pequena
28094	hipotese
28078	reducao
28072	ambito
28070	associacao
28007	saida
27877	tratamento
27800	atras
27764	comunidade
27742	cultural
27709	recentemente
27700	tomar
27675	industria
27672	amigo
27665	ambos
27641	pagamento
27613	armas
27590	aquilo
27578	te
27556	imagens
27550	tv
27543	diversos
27527	bola
27439	pe
27433	velho
27389	real
27325	nesse
27296	livros
27267	deveria
27128	crime
27044	festa
27030	querem
26906	dessa
26870	grupo
26832	esquerda
26784	direita
26771	investigacao
26748	agencia
26727	durante
26696	violencia
26652	santo
26647	uso
26641	novembro
26587	natureza
26575	cultura
26532	minimo
26473	entrevista
26464	comercial
26453	agosto
26402	tribunal
26386	central
26370	neste
26366	compra
26344	recente
26329	economica
26279	peca
26265	sequencia
26219	dias
26209	ribeiro
26190	jogar
26189	deixa
26120	revista
26098	estrutura
26096	meia
25994	fala
25971	profissional
25958	instituicao
25950	regioes
25820	feitas
25817	particular
25811	brasileira
25754	rua
25744	conseguir
25726	voto
25725	visto
25696	socialista
25673	metade
25658	efeitos
25654	menor
25638	viagem
25635	oportunidade
25593	bancos
25559	japao
25558	federacao
25537	milhares
25519	anteontem
25507	estrategia
25496	mudanca
25464	medico
25412	sou
25397	artigo
25390	negocio
25365	desde
25284	por
25275	existem
25260	meus
25224	entretanto
25148	atitude
25108	emprego
25101	marca
25091	europeu
25089	recuperacao
25054	projeto
25035	negocios
24948	diferenca
24889	passo
24860	alemao
24830	consumo
24803	rio
24782	policia
24731	ultimas
24712	pais
24672	capaz
24637	criticas
24628	mesmo
24625	peso
24492	acima
24418	entao
24393	edificio
24376	realizar
24374	refere
24365	seguranca
24354	regras
24350	campeonato
24349	educacao
24335	popular
24322	china
24299	funcao
24279	espirito
24248	companhia
24185	filha
24169	greve
24115	duvida
24111	doenca
24068	comunicado
24067	tecnica
24059	marques
24051	baixo
24032	partes
24004	daquele
23969	voltar
23876	ouvir
23833	ela
23829	analise
23809	indice
23766	mortos
23755	todos
23717	numeros
23696	no
23677	mesa
23640	posto
23625	alma
23602	quarta-feira
23573	moeda
23556	sangue
23523	queria
23522	primeiras
23519	dela
23490	disco
23476	pecas
23475	candidatura
23473	chega
23471	provas
23458	plano
23455	temas
23390	apresentacao
23381	intencao
23368	comecar
23353	sul
23328	essas
23325	terceira
23319	portanto
23289	viver
23274	figura
23257	contar
23253	conhecido
23246	concurso
23242	presentes
23213	olhar
23200	formas
23195	vamos
23111	titulos
23035	pior
22998	combate
22993	americano
22964	sequer
22917	funcionamento
22899	produto
22863	banda
22860	confianca
22810	material
22804	ruas
22776	publicas
22769	pelo
22727	volume
22686	fazendo
22681	aumentar
22660	quinta-feira
22634	memoria
22598	resolver
22583	terca-feira
22578	juiz
22571	estamos
22564	pequenos
22550	parlamentar
22550	acaba
22541	considerado
22533	participar
22526	ana
22518	dirigente
22501	ve
22497	nas
22467	cruz
22463	fato
22415	grave
22407	humanos
22388	lingua
22365	nem
22352	enorme
22263	exercito
22237	democracia
22220	evolucao
22210	justica
22144	geral
22119	fevereiro
22081	medo
22064	europeu
22057	expressao
22027	escolha
22020	nota
21984	guerra
21979	liga
21972	maximo
21947	unidade
21944	camara
21932	jornada
21922	profissionais
21900	presidencia
21883	principalmente
21873	vendas
21863	precisa
21829	nessa
21791	regresso
21791	processos
21755	torno
21753	decada
21719	pedir
21704	ausencia
21694	executivo
21689	significa
21683	tendencia
21671	mundo
21660	hospital
21588	enquanto
21575	milhao
21564	ligacao
21518	gosto
21517	antes
21477	espanhol
21471	sinal
21465	vantagem
21437	estou
21432	abrir
21406	conflito
21367	diante
21319	baixa
21313	governador
21306	comercio
21271	madeira
21176	medicos
21136	t
21112	financas
21079	acidente
21064	comunidade
20955	ca
20938	regional
20934	tentativa
20885	proposito
20838	norte
20815	regional
20778	mostrar
20760	ingles
20738	palco
20729	utilizacao
20713	revisao
20697	tem
20691	of
20675	pressao
20663	fogo
20609	ouro
20606	corrida
20596	estacao
20574	operacoes
20553	classe
20550	esperar
20539	jornalista
20496	sp
20495	previsto
20493	breve
20476	vou
20450	treinador
20431	essa
20423	acontecer
20412	obter
20400	taca
20382	agentes
20347	preocupacao
20333	equipe
20319	numa
20294	hospital
20293	crianca
20282	vale
20231	escola
20206	inquerito
20179	desemprego
20152	bolsa
20150	general
20148	federal
20096	tomada
20085	linhas
20081	missao
20062	fundacao
20046	aplicacao
20041	lei
20034	noticia
20031	andar
19962	conhecer
19896	posse
19889	saiu
19878	bons
19871	vereador
19848	realizado
19819	apresentado
19818	leva
19792	cena
19765	exercicio
19760	delas
19734	documentos
19718	completamente
19711	estrada
19671	distribuicao
19665	distrito
19664	tradicao
19645	divida
19644	habitantes
19635	igual
19633	perigo
19633	ganhou
19607	exterior
19580	brasileiros
19566	aberto
19557	ora
19555	vive
19549	mau
19518	lancamento
19507	esforco
19500	comportamento
19493	destino
19480	defesa
19469	lima
19457	custo
19438	ambiente
19433	embora
19427	defender
19408	consciencia
19398	dialogo
19388	legislacao
19357	garantir
19342	dominio
19292	entender
19292	castelo
19252	time
19214	mandato
19209	secretario-geral
19201	financeiro
19187	cenario
19155	pesquisa
19142	dolar
19114	vale
19104	membro
19092	diretor
19067	parecer
19053	nacoes
19052	critica
19051	finalmente
19046	pt
19033	fundamental
19025	conselho
18969	branco
18943	droga
18894	esta
18883	radio
18863	num
18860	mudar
18812	autores
18801	abaixo
18782	normal
18781	derrota
18779	afinal
18773	italiano
18757	credito
18753	certeza
18740	opcao
18739	estara
18700	margem
18687	aguas
18670	som
18668	financeira
18655	cabo
18637	dito
18622	cunha
18610	padre
18555	cara
18537	aprovacao
18536	municipio
18473	verao
18422	historia
18412	julgamento
18408	colocar
18406	silencio
18401	ritmo
18396	advogado
18349	marido
18347	acabar
18318	instalacao
18298	pois
18250	bens
18249	esse
18243	cumprir
18234	senhora
18227	troca
18213	boas
18206	visao
18203	global
18174	declaracao
18163	influencia
18163	avaliacao
18159	financiamento
18150	ferias
18147	alteracao
18143	vencer
18133	velocidade
18120	gabinete
18114	comprar
18111	referencia
18083	cem
18068	leitura
18030	orcamento
18023	manutencao
18021	rei
17948	totalmente
17941	contudo
17932	orcamento
17909	economico
17890	recurso
17878	energia
17867	quero
17847	demais
17835	negocios
17833	conclusao
17812	junta
17808	referendo
17769	resolucao
17746	representante
17728	fiscal
17720	jardim
17718	motivo
17706	suficiente
17678	eleito
17651	realizada
17597	dimensao
17583	lideranca
17561	estrangeiro
17543	sucursal
17524	coelho
17522	sorte
17518	nogueira
17505	constituicao
17497	parque
17486	impossivel
17482	vivo
17473	competicao
17469	machado
17437	estilo
17421	desejo
17413	permitir
17390	vigor
17364	vice-presidente
17332	adversario
17326	festival
17325	britanico
17314	la
17291	discutir
17230	ocasiao
17220	museu
17214	despesas
17195	pergunta
17190	vitima
17187	tradicional
17179	dois
17178	ponte
17177	eleicao
17160	industrial
17152	cedo
17130	construir
17097	ideia
17080	consequencias
17054	sinais
17036	chamada
17013	juro
17013	animais
16980	postos
16976	pra
16964	tu
16961	setor
16951	rapidamente
16948	medio
16933	tornar
16930	verdadeiro
16927	chegada
16920	aspecto
16884	sabia
16864	posso
16830	cor
16782	esperanca
16772	eventual
16733	impostos
16702	velha
16679	ciclo
16674	cao
16671	divisao
16659	alternativa
16624	parque
16597	aceitar
16581	fui
16570	naquele
16568	responder
16566	correia
16557	independencia
16552	personagens
16536	distancia
16507	par
16476	ilha
16452	as
16392	freguesia
16386	apos
16384	portugues
16359	patrimonio
16319	condicao
16304	ajudar
16289	franco
16284	fabrica
16273	usar
16269	alvo
16268	terra
16241	evidente
16225	bairro
16216	cooperacao
16171	nunca
16128	sobre
16119	musical
16087	branco
16076	inicial
16066	nos
16050	curto
16033	correr
16028	orgao
16021	roma
16016	entidade
15968	cair
15963	subida
15958	historico
15949	municipal
15947	certamente
15936	talvez
15932	aos
15921	criado
15911	unidades
15903	falou
15899	atingir
15898	morto
15893	organizacoes
15889	perspectiva
15875	excelente
15867	vinte
15852	tom
15846	representacao
15831	transito
15768	lula
15761	existentes
15754	explicar
15751	vender
15739	provavelmente
15734	das
15719	imediato
15718	praia
15703	dai
15680	corrente
15674	conforme
15662	ler
15651	geracao
15641	surpresa
15640	atraso
15636	busca
15572	augusto
15544	longa
15543	estatuto
15538	campeao
15534	execucao
15533	lancar
15492	semelhante
15460	civil
15449	demasiado
15429	federal
15410	pobre
15402	integracao
15390	percurso
15388	irmao
15382	magalhaes
15380	mensagem
15376	solidariedade
15358	funcionar
15315	aqui
15308	sol
15303	concorrencia
15274	senao
15270	expo
15258	original
15255	votacao
15244	populares
15228	alguns
15227	mudancas
15218	aprovado
15195	empresario
15188	sentir
15187	ficam
15166	legal
15162	palacio
15155	conversa
15138	veiculos
15134	artista
15128	acusado
15113	sim
15093	oferta
15092	vinha
15075	tarefa
15073	leis
15059	clima
15056	espacos
15049	custa
15048	divisao
15037	transporte
15022	reis
15013	publicacao
15011	voce
15010	rosa
14996	dificuldade
14995	etapa
14993	resistencia
14984	corte
14982	exploracao
14976	marcado
14953	gracas
14947	protesto
14947	acao
14925	superior
14922	caracteristicas
14920	concerto
14915	outro
14894	principios
14876	clara
14874	aberta
14871	dia
14867	sistemas
14858	personagem
14852	realmente
14843	comando
14827	demissao
14826	assinado
14824	presidencia
14822	colaboracao
14813	humana
14808	internet
14793	movimentos
14788	delegacao
14780	seriam
14771	decorrer
14770	acontecimentos
14762	ciencia
14759	equipamentos
14731	telefone
14725	proprias
14725	comunista
14715	reduzir
14707	acha
14679	polemica
14679	erro
14657	pes
14648	independente
14645	crimes
14644	organismo
14617	enviado
14616	divulgacao
14610	essencial
14601	ceu
14597	vem
14579	assumir
14576	linguagem
14574	comercio
14570	negro
14566	nato
14562	privatizacao
14562	poeta
14548	verde
14547	preso
14534	consequencia
14523	espanhola
14490	poucas
14482	assembleia
14465	jesus
14442	perda
14420	boca
14414	humano
14405	secretaria
14344	avancar
14340	recorde
14334	acusacao
14327	russo
14314	considerar
14302	art
14295	sonho
14294	transferencia
14288	doentes
14272	dos
14272	costas
14271	especialmente
14271	destaque
14262	sa
14243	literatura
14233	leste
14221	pobres
14218	querer
14215	tecnologia
14178	romance
14173	cultural
14172	desenvolvimento
14169	rocha
14158	tirar
14147	tres
14122	foram
14115	moral
14110	automovel
14096	jantar
14086	rosto
14066	politica
14062	outra
14061	temos
14057	natal
14046	agencia
14020	audiencia
14019	elemento
14002	b
14000	quantidade
13997	computador
13997	anuncio
13975	novo
13972	escritor
13968	circulacao
13925	moda
13917	servir
13904	noticias
13886	corrupcao
13874	alias
13855	danca
13841	comandante
13829	pintura
13827	album
13822	serra
13813	reforco
13805	estreia
13804	selecao
13799	video
13799	chama
13790	interessante
13780	iria
13763	mar
13750	abriu
13738	manifestacao
13738	cidade
13736	ramos
13730	desafio
13727	criada
13721	vamos
13711	maquina
13706	premio
13702	primeiro
13698	promover
13696	figuras
13690	salario
13690	escrever
13687	caiu
13679	qual
13675	tras
13666	entrega
13660	disposicao
13621	desenvolver
13595	privado
13595	campeonato
13577	exito
13546	verde
13541	compromisso
13522	in
13511	adesao
13501	hotel
13492	poderes
13472	somente
13472	sindicato
13470	termo
13443	aposta
13439	ma
13420	poesia
13420	capitais
13411	definicao
13384	perdido
13380	esteja
13378	aviao
13373	etc
13366	praca
13362	classificacao
13355	serio
13355	maia
13343	limite
13329	morrer
13306	argumento
13302	nada
13278	tratar
13275	senhor
13258	daqui
13255	fronteira
13243	aparece
13235	equipamento
13227	temporada
13227	montante
13217	cabo
13212	privada
13211	quebra
13209	reservas
13179	cerimonia
13175	feira
13164	preparacao
13142	identidade
13130	subir
13120	coligacao
13110	vencedor
13103	grau
13099	provavel
13094	terras
13079	copa
13070	pista
13070	afirmar
13051	venha
13051	luz
13031	assistencia
13028	cartas
13022	evento
13020	impedir
13020	congresso
13012	tal
13011	convite
13007	cesar
13004	diario
13001	aeroporto
12991	chao
12990	estamos
12990	chamar
12984	turno
12955	vinho
12954	genero
12940	materiais
12936	interna
12926	limites
12926	igreja
12912	constitucional
12907	contacto
12886	marcar
12875	permanente
12873	vespera
12857	balanco
12828	sindicatos
12818	garantia
12812	caixa
12809	procurar
12791	feliz
12791	ai
12761	encerramento
12754	cadeia
12740	regionalizacao
12735	feira
12726	forcas
12719	decidir
12718	concentracao
12712	bento
12710	praca
12707	imposto
12696	publicidade
12681	leitor
12669	triste
12663	ninguem
12659	sociedade
12647	logica
12640	festival
12633	fisica
12630	cores
12627	inferior
12606	pensamento
12603	rapido
12575	tenho
12575	arte
12571	julho
12558	encontros
12536	senado
12535	propriedade
12529	autonomia
12527	suspensao
12518	casamento
12516	trafico
12502	onde
12499	conceito
12487	executivo
12480	trabalho
12473	departamento
12465	faculdade
12436	honra
12423	judicial
12397	serve
12395	diario
12380	autoridade
12377	superiores
12371	canto
12362	atual
12354	piloto
12354	governamental
12331	gas
12327	riscos
12319	carne
12313	estou
12299	quaisquer
12284	programacao
12283	erros
12279	policial
12268	positivo
12253	melhorar
12240	protocolo
12239	promocao
12205	revolucao
12204	recusa
12187	casal
12178	recuperar
12171	reino
12154	cada
12149	bancada
12141	pela
12136	reconhecimento
12130	fe
12118	habitacao
12116	golpe
12111	pagina
12110	avenida
12107	fundo
12106	companhia
12087	habitual
12085	fazenda
12080	financeiras
12080	alto
12070	estabelecimento
12064	velhos
12048	apelo
12034	estudar
12031	naturalmente
12021	categoria
12020	menores
11960	contexto
11958	vai
11953	assinatura
11946	outros
11933	cafe
11920	ciencia
11901	oriente
11896	maquinas
11893	acaso
11887	rock
11887	ministerio
11881	braco
11865	canal
11865	autorizacao
11855	cientifica
11852	aldeia
11849	batalha
11848	completa
11836	sentimento
11836	clube
11828	cidadao
11805	tanta
11801	vi
11788	publica
11779	controle
11760	dai
11754	economia
11750	minhas
11748	assuntos
11743	assistir
11735	anual
11733	utilizar
11724	britanica
11714	porto
11711	parar
11696	conferencia
11687	expectativa
11681	dor
11675	apoiar
11649	ideal
11636	favoravel
11626	absoluta
11618	tese
11614	emissao
11610	social-democrata
11609	teu
11607	seguro
11605	dupla
11602	assegurar
11600	externa
11593	prazer
11591	negociacao
11572	alegria
11557	altos
11550	la
11549	circuito
11548	definir
11539	pode
11538	empate
11527	descoberta
11518	marco
11510	elevado
11502	culpa
11490	janeiro
11486	campo
11482	rendimento
11481	aquisicao
11473	instrumentos
11466	drogas
11463	gama
11458	bem
11455	futebol
11455	abre
11436	jogos
11434	fome
11421	pele
11416	homenagem
11408	ferro
11385	sexo
11382	extremamente
11375	escrita
11370	escrito
11370	disputa
11357	crescente
11356	preparar
11351	afirmacao
11346	fuga
11338	frase
11328	interno
11310	horario
11302	pedra
11301	incendio
11298	estadio
11297	disposto
11297	atletas
11294	turismo
11275	quinta
11264	sombra
11263	sida
11257	domingos
11253	existir
11251	chuva
11212	vento
11197	carga
11195	subiu
11188	enfrentar
11174	premio
11165	senador
11164	vos
11143	aniversario
11143	abandonar
11138	universo
11130	retirada
11124	conteudo
11122	obrigado
11121	instrumento
11120	doente
11105	canal
11092	cristo
11071	nele
11066	equilibrio
11055	novamente
11046	organizacao
11045	inclusive
11039	programa
11039	acidentes
11021	estabilidade
11010	conhece
11007	acompanhar
10990	rapaz
10989	lembrar
10981	interpretacao
10977	logo
10976	segredo
10958	votar
10948	regiao
10939	armadas
10934	fotografia
10926	sol
10909	rigor
10870	pais
10858	paga
10858	almoco
10855	faca
10854	esquecer
10850	guarda
10843	cerca
10830	inteiro
10826	ocupacao
10809	filho
10797	beira
10792	sindicato
10784	tipos
10778	produzir
10765	virus
10758	regra
10757	industria
10741	economica
10738	junho
10726	que
10725	sua
10724	residencia
10723	ponte
10718	completo
10713	paixao
10712	pronto
10705	reserva
10702	treino
10694	renda
10694	afinal
10693	muito
10691	agricultura
10678	basta
10674	economicos
10658	dezembro
10652	agricultura
10647	nesse
10644	familiar
10643	disponivel
10627	azul
10626	maio
10621	museu
10591	constante
10590	cuidado
10577	jazz
10574	quiser
10572	individuo
10572	gesto
10567	notas
10562	recorrer
10561	direito
10553	constituicao
10551	massa
10547	radio
10544	bispo
10543	provincia
10543	apenas
10537	pinheiro
10508	loja
10497	especiais
10485	solo
10483	filosofia
10479	sempre
10479	impacto
10478	restaurante
10470	ligado
10447	sentenca
10445	decidido
10444	direcao
10438	quarta
10408	le
10397	existente
10396	vitoria
10389	exibicao
10386	concessao
10381	irmaos
10381	confusao
10377	economicas
10368	historica
10362	provocar
10360	estrelas
10355	fugir
10352	funcionario
10347	enfim
10342	torneio
10338	pires
10336	diferencas
10330	gosta
10329	acreditar
10322	triunfo
10307	porem
10304	novidade
10302	m
10295	marco
10294	perguntas
10286	vozes
10285	consigo
10285	atentado
10280	excesso
10279	cumprimento
10277	estabelecer
10271	objetivo
10270	aparelho
10267	predio
10267	perceber
10257	confronto
10253	condenado
10250	tive
10250	embaixador
10248	ultrapassar
10245	trazer
10239	retirar
10235	estrela
10221	lixo
10215	consumidor
10209	servico
10206	ora
10198	acerca
10196	peito
10192	escala
10184	turismo
10172	foz
10143	ambiental
10135	reflexao
10133	agosto
10131	transmissao
10131	fenomeno
10130	guarda
10129	crescer
10109	buscar
10100	beleza
10098	semestre
10093	tratado
10093	explicacao
10089	tratado
10077	eficacia
10076	cartao
